id,area,area_sqft,lot_size_sqft,bedrooms,bathrooms,stories,parking_spaces,house_age_years,distance_to_city_km,school_quality_index,crime_index,price
47410,NorthNazimabad,1931,6654,3,2,3,3,2,13.31,,4.77,512455
47411,PECHS,1517,4996,3,3,3,2,37,11.34,,,388448
47412,Clifton,2401,6244,5,4,1,0,56,6.52,6.31,5.67,645545
47413,PECHS,906,1165,1,1,2,2,6,0.73,10.0,3.27,199648
47414,PECHS,1723,2253,2,1,1,0,80,1.13,,6.33,331042
47415,NayaNazimabad,1340,4337,3,2,3,0,56,1.14,7.8,3.13,353804
47416,FB Area,2395,2952,5,3,2,3,43,7.63,6.89,4.59,392679
47417,Clifton,2126,5239,3,2,1,0,8,2.95,7.55,5.94,517851
47418,NorthNazimabad,1301,3679,1,1,1,3,18,29.88,8.91,8.35,335019
47419,FB Area,2313,4436,3,2,2,1,0,0.87,7.87,,399878
47420,FB Area,826,1341,1,1,1,1,5,5.7,4.85,5.5,174881
47421,PECHS,728,885,1,1,2,1,23,2.72,,7.52,171737
47422,NorthNazimabad,1269,3475,3,2,2,1,7,5.89,7.82,4.25,431717
47423,NorthNazimabad,610,1163,1,1,1,0,7,2.73,6.41,,235038
47424,PECHS,1732,6003,4,3,1,1,18,2.83,7.53,4.76,491404
47425,NorthNazimabad,1752,6129,3,3,3,0,5,12.27,5.04,,470830
47426,PECHS,1557,5145,2,2,2,1,5,2.37,5.33,4.49,321450
47427,NorthNazimabad,2123,4701,3,3,3,3,6,3.28,7.83,6.25,675739
47428,FB Area,1366,1757,2,2,2,0,5,12.08,6.29,5.04,324222
47429,FB Area,1021,1575,2,1,1,1,80,4.94,,4.67,162083
47430,NorthNazimabad,1322,3473,2,1,2,0,22,0.2,10.0,4.14,389941
47431,Clifton,1068,2595,2,1,1,0,9,2.57,10.0,,287081
47432,NorthNazimabad,1433,2293,2,1,1,1,80,3.72,,5.84,296379
47433,NorthNazimabad,2158,5113,3,2,2,0,5,10.4,7.7,6.1,639659
47434,PECHS,746,1913,1,1,3,0,11,1.48,8.77,7.01,161845
47435,NorthNazimabad,1596,2385,4,4,2,2,34,16.37,5.57,1.0,421048
47436,NayaNazimabad,2375,3832,4,2,1,2,5,,4.7,4.34,513664
47437,Clifton,2443,2970,4,3,1,0,4,5.72,8.56,6.58,641973
47438,PECHS,1391,2965,2,2,2,1,28,0.43,9.32,5.21,319279
47439,FB Area,3128,10249,6,5,3,0,32,5.21,8.28,4.96,510916
47440,FB Area,1169,3798,2,1,2,0,17,3.47,,2.06,247941
47441,PECHS,1663,3455,2,1,1,2,10,3.68,6.56,4.01,435935
47442,NorthNazimabad,1098,2044,1,1,3,2,35,1.53,7.49,3.42,305692
47443,PECHS,2060,4143,2,1,3,1,60,21.23,6.04,3.55,346192
47444,PECHS,3481,11707,6,5,3,0,1,0.97,8.07,5.32,761340
47445,PECHS,2906,4156,4,3,3,1,3,11.41,6.77,5.15,701137
47446,NayaNazimabad,2308,5004,4,3,1,2,29,6.42,7.09,8.69,586979
47447,FB Area,1436,3542,3,2,2,0,6,15.37,,7.17,336614
47448,FB Area,1699,3941,3,3,2,1,80,5.31,7.5,5.88,273587
47449,NayaNazimabad,2470,5780,4,3,2,1,6,8.43,5.49,2.09,542006
47450,PECHS,2250,5727,4,3,2,0,2,3.55,8.75,3.54,587335
47451,FB Area,1850,3212,3,3,3,1,6,8.11,4.1,4.63,316712
47452,FB Area,1885,3039,3,1,2,2,1,3.87,,4.46,238389
47453,PECHS,2433,8005,3,2,2,1,12,15.93,7.92,6.93,550160
47454,NayaNazimabad,2582,6577,4,3,3,2,6,5.95,7.78,4.33,728042
47455,NorthNazimabad,900,2855,1,1,1,0,7,3.8,10.0,5.83,319669
47456,NorthNazimabad,1936,4877,3,2,3,1,4,5.68,4.61,7.02,547980
47457,NorthNazimabad,2147,3645,4,3,1,1,6,2.37,7.69,4.8,535959
47458,PECHS,1481,1833,2,1,2,1,30,0.45,7.39,5.28,369072
47459,NorthNazimabad,2567,8693,4,4,1,0,10,3.56,6.78,,767981
47460,PECHS,1627,5578,4,3,2,0,2,3.92,6.89,4.2,468472
47461,PECHS,2584,8120,5,5,1,3,6,3.33,6.0,8.53,597099
47462,PECHS,1579,3818,3,2,3,2,7,5.0,6.79,4.59,337867
47463,FB Area,1956,3690,4,3,3,0,8,0.84,6.01,3.71,414134
47464,FB Area,1942,3259,3,1,1,1,56,0.2,10.0,1.87,371997
47465,PECHS,2798,6370,5,4,3,3,30,1.72,,5.16,631718
47466,NorthNazimabad,2245,2949,3,2,1,0,64,2.85,,8.32,544818
47467,PECHS,1525,2634,2,2,3,1,5,8.94,,4.82,395344
47468,NayaNazimabad,1637,2235,2,2,2,1,2,6.94,7.7,4.41,430467
47469,FB Area,1634,2671,3,2,2,1,8,2.79,6.04,6.63,330246
47470,PECHS,1811,2366,4,3,3,0,5,28.12,4.66,5.87,431082
47471,FB Area,1233,3713,2,1,1,1,38,16.06,10.0,2.99,207001
47472,FB Area,1751,3866,4,3,3,1,9,6.71,7.58,3.71,290584
47473,PECHS,2621,3168,5,4,2,0,11,9.49,,3.52,683066
47474,FB Area,2594,5926,4,4,3,1,8,2.5,8.81,7.01,505737
47475,PECHS,861,2307,2,1,3,2,14,12.0,7.57,4.02,261835
47476,NorthNazimabad,766,979,2,1,1,0,22,5.95,8.48,7.09,279998
47477,FB Area,1444,5021,2,1,1,2,14,25.71,,,293741
47478,PECHS,733,2351,1,1,1,1,19,3.0,10.0,4.95,210140
47479,NorthNazimabad,1042,2759,3,3,2,2,33,2.85,5.06,10.0,349287
47480,FB Area,2011,6432,3,2,1,1,3,7.81,6.15,5.36,298688
47481,PECHS,1777,4902,3,3,3,0,1,6.65,5.09,1.95,459568
47482,NorthNazimabad,767,961,1,1,2,0,2,5.28,,2.81,213910
47483,Clifton,2502,4269,4,3,1,1,19,6.71,,,668937
47484,FB Area,1547,3443,2,1,2,1,21,17.76,7.77,4.57,257272
47485,Clifton,1489,4094,3,2,2,1,9,1.86,8.07,5.05,489076
47486,FB Area,2410,8168,3,2,3,1,11,12.29,5.69,3.7,332595
47487,PECHS,2047,3589,2,1,2,1,63,2.8,7.42,3.29,397795
47488,PECHS,1775,4297,2,1,1,2,1,6.4,3.66,5.5,356869
47489,PECHS,1503,4630,3,2,2,3,18,17.04,6.69,7.47,326262
47490,FB Area,2142,5963,3,3,3,2,4,0.29,8.94,,378865
47491,PECHS,1540,2267,2,2,2,0,1,3.85,,4.97,305148
47492,NayaNazimabad,1663,2127,2,1,2,2,14,9.68,9.0,7.75,403078
47493,PECHS,1094,3097,2,1,3,1,5,1.09,4.08,,230619
47494,FB Area,2486,5940,3,2,1,1,8,16.67,7.55,2.37,418474
47495,FB Area,2732,4209,5,4,3,3,38,2.15,,2.59,465183
47496,PECHS,1927,6259,3,3,3,1,56,2.03,3.49,3.56,369825
47497,FB Area,1508,2382,3,3,3,0,22,10.05,9.17,1.59,321868
47498,NayaNazimabad,2361,7729,4,3,1,1,21,18.72,7.86,,559749
47499,NorthNazimabad,2153,4644,2,1,3,1,3,9.24,,9.24,532902
47500,PECHS,1534,4094,3,3,2,1,3,17.89,6.81,7.3,335908
47501,PECHS,2491,7392,5,4,1,1,8,9.3,5.49,5.24,572333
47502,PECHS,1545,2139,3,2,3,0,1,25.68,6.56,,383336
47503,FB Area,1028,1831,1,1,1,2,32,6.76,9.45,5.15,214936
47504,NayaNazimabad,1761,2321,3,3,1,1,2,,6.07,6.55,524642
47505,NorthNazimabad,2451,6105,5,4,1,0,39,1.85,10.0,4.24,679454
47506,FB Area,1862,3886,3,2,3,1,15,3.34,9.82,5.96,302173
47507,PECHS,1096,1316,2,2,1,0,12,11.48,7.76,,298380
47508,NorthNazimabad,1558,3605,4,4,2,1,4,0.92,7.3,3.74,499964
47509,FB Area,2518,5173,4,3,1,2,2,29.13,,3.5,381603
47510,PECHS,1964,5384,3,2,2,2,16,8.94,8.62,4.53,475353
47511,NorthNazimabad,1789,4093,3,3,3,0,5,3.63,3.08,6.38,514636
47512,PECHS,1722,3198,3,3,2,1,2,3.8,,,402285
47513,PECHS,2448,8491,4,3,1,0,0,0.35,8.39,4.87,516216
47514,NorthNazimabad,2409,5960,3,2,2,1,0,14.99,,,723454
47515,NorthNazimabad,959,1158,2,1,3,0,17,0.92,7.29,4.89,327316
47516,NayaNazimabad,2364,6203,4,3,1,0,23,4.16,6.24,3.52,587476
47517,FB Area,2110,6244,4,3,2,1,35,13.3,9.26,8.83,363915
47518,PECHS,2756,5725,5,4,3,0,18,0.6,6.93,2.5,567713
47519,PECHS,1759,3446,3,2,2,1,8,1.27,9.4,1.0,430212
47520,PECHS,2481,3600,5,4,2,2,1,2.76,5.22,,519093
47521,NorthNazimabad,2081,2842,5,5,2,0,75,10.07,6.77,6.45,528713
47522,PECHS,1132,2391,3,3,2,2,6,5.45,,7.65,359445
47523,FB Area,2412,3907,3,4,3,1,17,,10.0,4.71,446798
47524,PECHS,2286,3516,4,2,2,2,3,5.4,5.61,4.46,516791
47525,NorthNazimabad,1410,4727,2,2,2,0,5,0.34,,2.35,415689
47526,NayaNazimabad,1974,3911,4,4,1,2,19,4.71,8.28,4.59,530080
47527,PECHS,3065,7994,5,4,3,0,1,5.36,7.12,5.92,657203
47528,FB Area,1510,3617,2,1,2,0,22,7.31,,10.0,210910
47529,Clifton,2236,7449,3,2,2,1,22,5.55,,6.84,618849
47530,PECHS,1143,3911,4,3,1,1,54,4.64,,4.99,284217
47531,NorthNazimabad,1458,2588,3,2,2,0,7,11.9,8.79,6.57,404556
47532,NayaNazimabad,2286,7879,4,4,3,1,8,11.09,8.91,7.59,524772
47533,PECHS,1954,5277,2,1,1,0,24,13.21,8.89,5.73,458942
47534,Clifton,1679,3043,3,2,3,0,7,18.52,6.09,7.02,378148
47535,FB Area,2821,4899,5,4,3,0,42,,6.57,6.89,517341
47536,NorthNazimabad,1247,3144,2,2,2,3,15,6.97,7.49,6.95,386434
47537,NorthNazimabad,1712,3023,2,1,2,1,16,3.28,5.55,6.92,394835
47538,FB Area,2095,5384,2,1,1,3,38,7.49,8.79,5.56,321929
47539,PECHS,1277,2365,3,2,3,1,13,16.26,7.76,4.99,331101
47540,NayaNazimabad,2106,3939,3,2,1,1,5,2.12,4.64,5.22,436274
47541,PECHS,2445,7507,4,3,2,1,8,8.32,7.16,2.71,616561
47542,NorthNazimabad,1731,4327,3,2,3,1,56,11.59,8.36,,366242
47543,PECHS,1389,3523,3,2,1,3,8,17.75,6.16,3.52,295129
47544,PECHS,1613,2559,3,2,2,2,36,2.79,5.37,1.75,353758
47545,PECHS,400,701,1,1,2,3,14,11.33,8.56,7.06,167472
47546,PECHS,2404,8117,4,3,3,0,18,12.58,7.58,6.72,511220
47547,PECHS,1959,3540,3,3,2,1,2,4.28,6.46,9.54,434733
47548,Clifton,1694,5537,2,1,3,1,27,6.9,,5.83,455122
47549,FB Area,800,2606,1,1,1,1,22,0.56,6.66,9.28,158962
47550,PECHS,2465,5657,3,2,2,1,37,1.21,5.19,4.5,513031
47551,PECHS,1537,4187,1,1,1,0,47,8.8,7.36,2.86,382658
47552,NorthNazimabad,2139,6971,4,3,1,0,0,7.79,8.96,8.87,504932
47553,NayaNazimabad,1793,5431,3,2,3,1,26,,,2.42,472519
47554,FB Area,831,1703,2,2,3,2,62,4.66,8.6,3.9,113979
47555,NorthNazimabad,2561,5641,5,5,1,1,18,6.36,6.35,8.61,618623
47556,NorthNazimabad,2447,5921,4,4,2,1,35,9.1,6.16,3.98,641843
47557,Clifton,2258,7163,4,3,3,0,43,3.93,7.46,6.89,539127
47558,NorthNazimabad,1989,5986,3,2,3,0,16,9.43,4.56,4.93,526795
47559,NorthNazimabad,1082,2264,2,1,1,2,14,2.14,,6.34,301711
47560,FB Area,2321,5369,3,2,1,0,59,1.53,7.74,4.05,400910
47561,Clifton,3123,8894,6,5,3,2,80,11.71,8.41,6.88,740162
47562,FB Area,1870,3371,5,5,2,0,13,12.54,6.07,1.81,309758
47563,Clifton,1881,3214,1,1,1,0,10,0.98,6.92,2.46,518049
47564,PECHS,1139,1426,2,2,3,0,14,8.89,7.83,3.79,290126
47565,NayaNazimabad,558,1103,1,1,1,1,4,0.2,6.9,4.77,175826
47566,NorthNazimabad,1585,3750,2,1,3,1,37,11.37,9.84,6.48,435320
47567,PECHS,2689,5199,5,3,2,1,10,3.78,,2.45,530027
47568,NorthNazimabad,2606,5921,3,2,3,2,16,2.73,5.92,8.38,606164
47569,FB Area,1761,3678,4,3,3,0,4,2.63,2.42,7.09,269614
47570,NorthNazimabad,2058,5094,4,4,3,3,6,4.8,8.89,4.65,687120
47571,NorthNazimabad,1069,1757,1,1,1,2,13,3.43,,4.11,316434
47572,PECHS,1867,4960,2,2,1,0,50,2.69,,10.0,375822
47573,FB Area,1485,4389,2,1,3,0,43,3.9,8.04,,248633
47574,FB Area,1833,3839,4,3,3,2,7,9.52,8.26,7.16,389403
47575,NayaNazimabad,1635,4265,4,3,3,0,47,1.78,8.31,4.74,473788
47576,NayaNazimabad,1624,3744,3,2,1,0,26,1.7,5.11,8.48,441309
47577,NorthNazimabad,2398,3636,4,3,1,0,0,2.57,,2.16,667472
47578,FB Area,2978,5562,5,4,2,1,16,3.49,9.16,7.15,474431
47579,NorthNazimabad,1698,5192,3,2,2,3,20,,6.46,5.57,485091
47580,NorthNazimabad,2651,6245,4,3,1,1,2,1.49,,7.92,607181
47581,PECHS,1055,2752,3,2,3,1,20,4.2,6.57,5.05,273220
47582,PECHS,1745,4834,2,1,1,2,0,13.04,8.66,5.9,433056
47583,NorthNazimabad,1022,2651,2,1,2,2,12,0.39,6.71,3.78,288546
47584,Clifton,1613,5239,3,2,2,1,6,34.25,7.63,,388056
47585,PECHS,2229,5628,6,6,3,1,40,2.15,5.31,4.73,547905
47586,NorthNazimabad,2471,7738,4,3,3,0,14,0.2,9.93,1.7,553456
47587,NorthNazimabad,1333,1777,2,1,1,1,23,1.62,8.22,3.65,400540
47588,PECHS,2075,4390,3,1,3,2,22,11.47,,1.5,498043
47589,FB Area,2538,5225,5,3,1,3,1,0.39,4.17,,384281
47590,PECHS,2453,6455,6,4,1,1,4,0.89,9.09,5.77,563632
47591,NorthNazimabad,1955,5078,5,5,2,0,1,5.04,,6.84,617077
47592,NorthNazimabad,1446,3900,2,2,2,2,2,,7.79,,406178
47593,FB Area,1387,4511,3,2,2,3,22,10.23,7.15,,266093
47594,Clifton,1294,3945,1,1,1,1,80,2.68,3.29,1.46,248168
47595,Clifton,1781,2229,3,2,3,1,5,4.91,,5.71,568772
47596,Clifton,1306,2797,1,1,1,0,13,1.51,8.86,5.08,397042
47597,NorthNazimabad,2207,3698,4,3,2,1,38,0.44,,5.85,637461
47598,PECHS,1937,5228,3,2,3,0,3,15.99,6.1,7.49,416468
47599,NayaNazimabad,1910,2650,3,2,2,0,13,1.55,,8.18,430137
47600,NorthNazimabad,696,1226,2,2,3,2,20,6.34,,5.12,235988
47601,NayaNazimabad,1817,2744,2,1,2,1,2,1.64,,4.02,379887
47602,PECHS,1525,3501,2,1,3,0,26,19.03,5.86,3.21,315434
47603,NayaNazimabad,3100,8216,6,6,3,0,7,3.87,10.0,6.5,911491
47604,PECHS,1032,3138,1,1,2,1,48,0.96,6.99,3.06,236191
47605,PECHS,1677,2698,2,1,1,0,44,24.66,3.56,6.03,360389
47606,FB Area,2030,6561,3,2,3,1,17,2.76,8.62,4.57,327090
47607,Clifton,1216,1625,2,1,3,1,9,0.3,6.03,6.89,336380
47608,NayaNazimabad,2957,5901,5,4,3,0,18,27.09,8.48,8.5,709024
47609,NorthNazimabad,2969,9687,4,2,3,0,26,,5.69,1.21,795987
47610,PECHS,1285,3964,3,2,1,1,25,,8.49,6.51,290687
47611,NayaNazimabad,1445,3202,3,3,1,2,4,2.49,,3.41,408042
47612,FB Area,3088,4651,4,3,1,0,16,1.55,8.85,7.15,491463
47613,NorthNazimabad,2637,3239,4,3,2,1,33,14.46,8.15,3.07,614077
47614,PECHS,1578,2327,3,3,3,0,6,4.14,,1.81,359769
47615,NorthNazimabad,2059,6466,3,2,2,2,1,5.25,8.27,3.94,568503
47616,NorthNazimabad,968,1510,1,1,1,2,20,3.38,7.71,1.86,292361
47617,PECHS,3118,3896,5,4,3,2,8,9.07,7.08,5.5,638930
47618,PECHS,1844,6230,3,3,1,0,24,2.53,8.44,5.39,421776
47619,NorthNazimabad,2151,5371,2,1,2,1,15,0.51,6.77,4.2,448043
47620,NorthNazimabad,1239,1964,2,1,2,0,47,0.34,,7.33,274018
47621,NayaNazimabad,1118,2611,1,1,1,1,12,3.47,9.46,4.97,293872
47622,FB Area,2071,5725,3,2,2,0,16,8.48,,4.95,333084
47623,Clifton,2950,5511,6,6,1,2,23,14.78,6.57,7.2,930185
47624,NayaNazimabad,1476,3444,3,3,2,1,6,9.05,6.31,,419807
47625,NorthNazimabad,1213,2895,1,1,3,1,7,2.55,6.66,6.31,283837
47626,PECHS,1983,2788,3,1,1,2,13,2.06,7.61,6.51,346420
47627,PECHS,2782,4215,5,4,2,0,23,7.87,8.61,4.68,627440
47628,PECHS,1417,2563,3,2,2,1,3,1.73,7.19,2.51,326978
47629,PECHS,1650,1986,3,3,2,1,1,8.07,6.46,3.64,403799
47630,NayaNazimabad,2302,3671,4,4,3,2,7,14.48,7.43,,569094
47631,Clifton,2367,4395,4,4,2,1,16,6.9,7.47,4.62,738348
47632,NorthNazimabad,1629,2828,3,2,1,1,20,24.4,6.77,3.78,379537
47633,NorthNazimabad,2458,5084,4,4,2,1,16,,,4.81,737652
47634,PECHS,2117,3402,3,2,3,1,32,1.11,3.62,6.14,474531
47635,PECHS,1810,3263,4,3,2,1,17,23.42,7.66,4.19,460642
47636,PECHS,2341,6481,3,3,1,1,25,11.33,7.03,6.45,526770
47637,Clifton,2259,7691,3,3,3,1,48,50.01,7.59,6.06,473567
47638,PECHS,1172,2217,2,1,3,0,15,4.84,9.16,4.63,281822
47639,NayaNazimabad,2690,4800,5,3,3,0,14,7.43,7.2,7.11,734129
47640,NorthNazimabad,2007,4802,4,3,3,1,25,3.23,8.85,7.48,558543
47641,NayaNazimabad,2625,5856,5,4,2,1,5,2.8,8.2,4.77,597890
47642,PECHS,1831,5266,4,4,3,0,52,4.31,7.15,7.65,362064
47643,PECHS,1949,3197,2,2,2,0,44,3.72,,2.47,478085
47644,NorthNazimabad,2039,3899,4,3,3,0,12,4.37,4.72,7.75,505948
47645,PECHS,2128,4089,4,3,1,2,17,0.71,,2.38,443724
47646,NorthNazimabad,2717,8981,4,3,2,0,20,10.25,7.01,5.57,710328
47647,NorthNazimabad,2080,3361,3,3,1,0,51,28.22,,5.71,615213
47648,FB Area,1783,3956,4,3,2,0,11,4.87,,8.32,322863
47649,PECHS,2406,5378,5,4,1,1,30,15.05,9.16,4.12,511216
47650,PECHS,2058,3526,4,3,1,0,0,0.54,,,455046
47651,PECHS,3573,10384,6,6,2,0,18,4.43,5.86,,771279
47652,PECHS,1975,2396,4,3,1,1,29,7.35,8.14,3.98,400601
47653,PECHS,2543,4482,4,3,2,0,10,4.38,7.92,3.08,513991
47654,NorthNazimabad,2329,6205,3,3,3,2,9,0.35,9.98,3.51,776210
47655,PECHS,570,889,1,1,2,0,13,17.57,,6.96,117314
47656,PECHS,1358,2260,2,1,3,0,1,11.08,8.32,3.25,297644
47657,PECHS,1536,1961,2,2,3,0,9,9.47,7.54,,349181
47658,PECHS,900,2293,2,1,2,3,10,10.48,9.31,2.54,277654
47659,FB Area,1563,4341,4,4,1,0,14,4.45,,3.78,346171
47660,NorthNazimabad,977,1422,2,1,3,1,44,1.15,8.73,3.64,312661
47661,NorthNazimabad,1135,2643,2,1,3,0,14,2.1,5.2,1.0,343365
47662,FB Area,1945,4689,4,3,1,0,49,1.9,,6.54,299977
47663,FB Area,2952,5369,5,4,1,0,22,0.67,7.28,,560146
47664,Clifton,983,2164,1,1,3,0,3,0.67,,3.34,254039
47665,FB Area,1071,1815,2,1,1,2,60,18.75,5.17,4.59,179269
47666,FB Area,1480,2768,2,1,3,0,27,0.97,7.51,6.86,273303
47667,PECHS,1712,5716,4,3,2,1,3,10.54,6.17,5.1,416934
47668,Clifton,875,1810,1,1,2,0,1,8.59,6.95,5.25,227455
47669,PECHS,1381,3353,2,1,3,1,52,2.22,,,318217
47670,NayaNazimabad,1325,2089,2,1,3,0,22,2.9,5.57,3.38,295019
47671,NorthNazimabad,1991,2842,3,3,2,0,28,24.45,5.74,2.17,520268
47672,Clifton,2055,2788,4,3,1,0,7,13.3,3.83,7.86,507487
47673,NayaNazimabad,1708,2529,3,2,3,1,80,8.73,,5.82,372900
47674,Clifton,1573,2378,4,3,3,1,7,4.54,8.55,,423262
47675,NorthNazimabad,1374,4089,2,1,1,0,19,2.45,6.98,8.04,344487
47676,FB Area,1831,4287,2,1,2,0,78,0.2,,8.42,244960
47677,FB Area,1214,2044,1,1,1,0,9,10.51,6.05,3.82,232973
47678,PECHS,2728,3606,4,4,2,0,4,1.39,7.61,8.05,613768
47679,Clifton,901,2912,1,1,3,0,6,9.6,8.34,7.89,298687
47680,Clifton,1406,2990,2,1,2,0,2,20.75,,4.64,371919
47681,PECHS,2321,6368,5,4,3,0,20,3.96,,,598008
47682,FB Area,1561,2208,2,1,3,1,0,1.97,7.18,4.03,303830
47683,FB Area,2203,6494,4,3,1,3,34,0.48,4.84,5.63,387680
47684,PECHS,2830,5240,4,3,1,1,58,5.96,,2.64,658032
47685,NorthNazimabad,2300,3947,4,3,1,1,2,3.65,8.2,5.28,714196
47686,NorthNazimabad,1079,2762,2,2,2,0,57,7.87,,6.13,292399
47687,NorthNazimabad,1107,3689,2,1,1,0,26,5.33,7.41,,318185
47688,NayaNazimabad,1688,4816,2,2,1,1,21,6.25,8.48,4.66,472706
47689,NorthNazimabad,2066,5153,4,4,2,2,19,8.6,6.76,4.77,573425
47690,NayaNazimabad,2524,5146,4,3,1,0,12,17.52,8.63,4.03,495685
47691,NorthNazimabad,1329,3717,2,1,1,1,14,3.67,7.13,4.16,377004
47692,NorthNazimabad,1509,4574,3,2,3,0,4,13.54,3.89,5.13,444855
47693,PECHS,1650,4806,3,4,2,0,56,3.4,,4.24,433587
47694,PECHS,1638,2535,2,1,3,2,4,1.82,5.63,6.16,376183
47695,PECHS,2697,5362,4,3,2,3,38,3.9,10.0,7.12,525947
47696,PECHS,1738,5513,1,1,2,0,23,2.17,5.39,4.66,342865
47697,FB Area,1892,2948,3,2,2,1,7,1.11,,5.35,298744
47698,Clifton,2347,5826,4,3,1,0,5,3.3,7.61,5.91,715961
47699,FB Area,2755,7149,4,4,3,1,6,9.57,4.43,7.66,423583
47700,FB Area,1779,2455,2,2,1,1,30,1.18,5.84,4.83,314364
47701,NorthNazimabad,2556,8449,5,4,2,2,8,8.42,6.22,,782553
47702,FB Area,2897,4561,5,4,2,2,47,7.5,4.43,3.18,459075
47703,NorthNazimabad,1734,3497,3,3,1,1,13,5.58,10.0,4.58,567828
47704,NorthNazimabad,1462,2079,2,1,3,0,1,2.31,7.38,6.12,320211
47705,Clifton,3112,7439,5,4,3,1,58,4.12,6.36,4.62,700184
47706,NorthNazimabad,2473,3371,2,1,3,1,27,5.09,7.07,3.01,543666
47707,Clifton,1807,2982,3,2,3,2,3,1.89,8.16,5.42,507658
47708,FB Area,2190,4160,5,4,2,2,49,10.67,8.89,7.43,453591
47709,PECHS,1173,4031,1,1,1,0,80,0.92,7.51,2.68,297537
47710,NorthNazimabad,2466,3075,5,4,1,2,24,3.93,,2.51,737226
47711,FB Area,720,2069,2,2,1,1,2,14.91,6.13,5.26,135005
47712,NorthNazimabad,2442,8001,3,1,1,1,7,11.18,,3.99,637712
47713,FB Area,1367,2270,4,4,2,2,12,8.92,8.88,2.46,327825
47714,PECHS,808,1262,1,1,2,1,16,4.49,7.22,,176828
47715,Clifton,599,1616,1,1,2,0,17,5.56,,2.35,234339
47716,Clifton,1514,4455,2,2,1,2,1,1.41,8.56,6.66,384509
47717,NorthNazimabad,2227,4763,4,3,1,0,5,39.87,,5.43,609372
47718,FB Area,966,2390,1,1,2,1,31,7.61,,2.81,208361
47719,PECHS,1059,2435,1,1,2,2,2,0.4,9.16,1.08,297345
47720,NayaNazimabad,1503,4574,2,2,1,2,1,0.64,,2.41,394137
47721,FB Area,2285,3655,4,3,2,1,9,0.54,8.2,5.61,396331
47722,NorthNazimabad,2360,5165,5,4,3,0,5,,9.9,5.06,634198
47723,FB Area,1884,5096,3,2,2,0,60,14.08,5.88,1.23,244441
47724,PECHS,2390,6969,4,3,3,1,29,14.63,7.34,5.77,575824
47725,PECHS,2213,4627,3,1,2,1,4,2.65,8.62,4.21,383723
47726,FB Area,1550,4427,4,4,2,1,10,3.9,6.2,6.3,326863
47727,PECHS,2346,3895,4,3,2,1,45,6.8,5.56,3.41,514085
47728,PECHS,1029,3426,1,1,1,1,14,0.73,,,225221
47729,PECHS,2092,6647,4,3,3,1,19,24.22,9.26,6.27,515409
47730,NorthNazimabad,1100,1792,2,1,2,1,52,2.89,7.43,10.0,282959
47731,PECHS,1886,4757,3,3,3,1,58,12.98,,5.51,381938
47732,PECHS,2531,3346,4,4,2,0,32,1.91,,,546357
47733,NayaNazimabad,1928,3193,2,1,3,1,2,6.01,,8.53,331280
47734,PECHS,1792,5727,3,2,2,2,41,3.14,,2.88,322798
47735,NorthNazimabad,1936,3848,4,3,1,0,13,7.47,,5.12,511914
47736,Clifton,2198,7682,5,4,1,3,58,1.72,,3.43,749020
47737,PECHS,3080,9131,5,4,1,1,14,19.4,9.95,1.34,790373
47738,NorthNazimabad,2191,4466,3,2,2,2,8,0.2,8.75,6.81,603649
47739,NorthNazimabad,1498,1803,4,4,3,3,15,,10.0,4.31,482646
47740,NorthNazimabad,1675,2737,2,3,2,3,14,10.6,6.37,5.26,497452
47741,PECHS,1259,3062,2,1,3,0,11,2.32,7.05,5.02,283027
47742,FB Area,1056,2494,1,1,2,0,14,0.9,5.91,2.94,261606
47743,FB Area,400,631,1,1,1,1,3,22.92,5.15,4.43,105486
47744,NayaNazimabad,1523,5140,2,2,1,1,7,4.11,4.15,6.38,410061
47745,NayaNazimabad,957,2113,2,1,2,1,5,6.26,,5.67,315045
47746,Clifton,1858,2485,4,3,3,0,2,8.46,5.69,1.65,579532
47747,PECHS,1494,3126,2,1,2,1,27,0.87,7.37,6.66,299981
47748,PECHS,1149,3515,1,1,1,1,20,5.5,4.53,2.78,301760
47749,NayaNazimabad,538,1598,1,1,3,0,4,29.1,5.55,4.74,136941
47750,NayaNazimabad,1590,3333,2,1,3,0,12,7.88,,7.67,392540
47751,PECHS,749,1933,2,1,3,1,15,,7.09,3.07,255538
47752,PECHS,2224,3563,4,4,3,1,28,0.6,6.63,6.19,432059
47753,NorthNazimabad,1953,4017,4,4,1,1,42,3.06,,7.12,602953
47754,FB Area,1664,4431,2,1,3,1,3,15.17,7.23,6.4,287089
47755,NayaNazimabad,2670,4637,4,3,2,1,20,14.98,7.77,6.78,576185
47756,NayaNazimabad,1806,4897,3,2,3,0,2,31.12,9.4,5.91,412549
47757,FB Area,2032,5293,2,1,2,3,18,1.48,8.84,4.57,343603
47758,Clifton,2212,2721,4,3,1,0,16,7.54,8.55,4.69,712332
47759,FB Area,1490,2403,2,2,2,0,1,0.52,8.14,8.1,313462
47760,PECHS,1493,4719,4,3,3,1,9,24.5,4.27,2.4,385275
47761,PECHS,1825,5890,3,2,3,0,6,1.91,5.93,4.7,514004
47762,PECHS,992,2573,3,3,1,0,34,28.88,4.89,6.08,206147
47763,FB Area,2871,5610,5,4,1,0,5,12.03,6.58,5.14,454539
47764,PECHS,1896,4091,4,3,3,0,2,0.2,8.19,,405192
